candidate_id,dataset,feature_width,fmt_base_average_precision,fmt_base_f1,fmt_feature,fmt_spatial_average_precision,fmt_spatial_f1,gain_base_average_precision,gain_base_f1,gain_spatial_average_precision,gain_spatial_f1,group,raw_pca_base_average_precision,raw_pca_base_f1,raw_pca_spatial_average_precision,raw_pca_spatial_f1,robust_mean_gain,robust_min_gain
c05_aivd1w3,halfcylinderRe6400,8,0.966802307116312,0.9117797042325344,aivd1w3,0.8676899037415109,0.8142934488359502,0.5899823510362603,0.4986388381299958,0.4809819251858327,0.4162196125598668,halfcylinder,0.37681995608005175,0.4131408661025386,0.3867079785556782,0.39807383627608345,0.4964556817279889,0.4162196125598668
c06_aivd2w4,halfcylinderRe6400,10,0.955912874785251,0.901352028042063,aivd2w4,0.8654500322299021,0.8117962466487936,0.5791399546038756,0.48791007284858035,0.48044366923932047,0.41681534102959006,halfcylinder,0.3767729201813755,0.4134419551934827,0.38500636299058166,0.3949809056192035,0.49107725943034164,0.41681534102959006
c07_aivd2w8,halfcylinderRe6400,10,0.9485283081566637,0.8903162055335968,aivd2w8,0.8543067516975366,0.7983149025803055,0.5717553879752881,0.4768742503401141,0.4693003887069549,0.40333399696110195,halfcylinder,0.3767729201813755,0.4134419551934827,0.38500636299058166,0.3949809056192035,0.4803160059958648,0.40333399696110195
c08_aivd4w8,halfcylinderRe6400,14,0.9477366838806603,0.8902316213494461,aivd4w8,0.853615073406826,0.7929184549356223,0.5623080094317487,0.45018005280625745,0.46044700606661587,0.3734836507710214,halfcylinder,0.38542867444891155,0.44005156854318866,0.3931680673402101,0.4194348041646009,0.46160467976891084,0.3734836507710214
c09_aivd4w16,halfcylinderRe6400,14,0.9570146251738848,0.8985074626865671,aivd4w16,0.845492485422312,0.7928307854507116,0.5715859507249732,0.45845589414337845,0.45232441808210194,0.37339598128611073,halfcylinder,0.38542867444891155,0.44005156854318866,0.3931680673402101,0.4194348041646009,0.4639405610591411,0.37339598128611073
c10_aivd6w16,halfcylinderRe6400,18,0.9573946276179791,0.8993618065783014,aivd6w16,0.8442931080221839,0.797501301405518,0.5350829780378055,0.4062332697957631,0.4858131838707969,0.3705782244824411,halfcylinder,0.4223116495801737,0.4931285367825384,0.358479924151387,0.4269230769230769,0.44942691404670165,0.3705782244824411
c11_aivd6w32,halfcylinderRe6400,18,0.9142393477162609,0.872762457668118,aivd6w32,0.8414745273686596,0.7954545454545454,0.4919276981360872,0.3796339208855796,0.48299460321727256,0.3685314685314685,halfcylinder,0.4223116495801737,0.4931285367825384,0.358479924151387,0.4269230769230769,0.43077192269260195,0.3685314685314685
c12_aivd2w8log,halfcylinderRe6400,10,0.9450494571379116,0.884313725490196,aivd2w8log,0.8531624204123427,0.7970634504457262,0.5682765369565361,0.47087177029671334,0.46815605742176103,0.4020825448265227,halfcylinder,0.3767729201813755,0.4134419551934827,0.38500636299058166,0.3949809056192035,0.4773467273753833,0.4020825448265227
c13_aivdq2w8,halfcylinderRe6400,20,0.9391867011940616,0.8785228377065112,aivdq2w8,0.8458794691106799,0.7962283918281823,0.5116262875012696,0.3852118009172135,0.4867580709396819,0.37621848593417534,halfcylinder,0.427560413692792,0.49331103678929766,0.35912139817099803,0.42000990589400694,0.4399536613230851,0.37621848593417534
c14_aivdq4w16,halfcylinderRe6400,28,0.9380337649105233,0.8801980198019802,aivdq4w16,0.8308985152876925,0.7915594441585178,0.3914461577003979,0.3114396753427011,0.3700889800541205,0.317875233632202,halfcylinder,0.5465876072101253,0.5687583444592791,0.46080953523357204,0.47368421052631576,0.3477125116823554,0.3114396753427011
c15_akin2w8,halfcylinderRe6400,40,0.9489943696375434,0.8753104818678589,akin2w8,0.8599947688884517,0.7972472207517205,0.3689948291060884,0.2908277232471692,0.37395639778694006,0.2980006110078732,halfcylinder,0.579999540531455,0.5844827586206897,0.48603837110151166,0.4992466097438473,0.3329448902870177,0.2908277232471692
c16_akin4w16,halfcylinderRe6400,56,0.955225225077292,0.884313725490196,akin4w16,0.8486497385073412,0.7983411093831001,0.37957418623225236,0.3154013520864092,0.6670299205026232,0.4703020134759529,halfcylinder,0.5756510388450397,0.5689123734037869,0.18161981800471794,0.3280390959071472,0.4580768680743095,0.3154013520864092
c17_all_aivd2w8,halfcylinderRe6400,171,0.8919474551582434,0.8221225710014948,fmt_all+aivd2w8,0.8406537410424659,0.7528150134048257,0.3141172423163059,0.2681726673406084,0.6573188130438627,0.44522880650827396,halfcylinder,0.5778302128419375,0.5539499036608864,0.18333492799860313,0.30758620689655175,0.42120938230226274,0.2681726673406084
c00_kin2,tangaroa,12,0.9401051211360589,0.8808837656099904,kin2,0.9056293721585037,0.8359456635318704,0.27495273306248624,0.16337204852434917,0.24385833580438132,0.13846282600326631,tangaroa,0.6651523880735727,0.7175117170856412,0.6617710363541224,0.6974828375286041,0.20516148584862076,0.13846282600326631
c01_kin4,tangaroa,28,0.9615474371696306,0.9010238907849829,kin4,0.9160759765779837,0.8267800212539851,0.22818044769137757,0.14776585429497424,0.2070962541817445,0.1615366395289637,tangaroa,0.7333669894782531,0.7532580364900087,0.7089797223962392,0.6652433817250214,0.186144798924265,0.14776585429497424
c02_kin6,tangaroa,44,0.9636196829751544,0.9032258064516129,kin6,0.9200884505466538,0.828693790149893,0.22875810962021337,0.14753403762499295,0.20385002703421995,0.1154584960322459,tangaroa,0.7348615733549411,0.7556917688266199,0.7162384235124338,0.7132352941176471,0.17390016757791804,0.1154584960322459
c03_all_kin2,tangaroa,173,0.9023975528737841,0.8407643312101911,fmt_all+kin2,0.8755057530362126,0.80370942812983,0.17660149460284935,0.09835402762233458,0.17601546892567477,0.08323110227033825,tangaroa,0.7257960582709347,0.7424103035878565,0.6994902841105378,0.7204783258594918,0.13355052335529924,0.08323110227033825
c04_all_kin4,tangaroa,189,0.9178410524061991,0.857413548081478,fmt_all+kin4,0.8774391096280333,0.8010526315789473,0.1961588638181555,0.11565530632323617,0.19013232127027668,0.08295174137123218,tangaroa,0.7216821885880436,0.7417582417582418,0.6873067883577566,0.7181008902077152,0.14622455819572514,0.08295174137123218
c05_aivd1w3,tangaroa,8,0.9751344037546561,0.9183374083129584,aivd1w3,0.925710850125346,0.8415948275862069,0.35248375957236333,0.23120536457872798,0.25991835806894537,0.14271006922189455,tangaroa,0.6226506441822928,0.6871320437342304,0.6657924920564007,0.6988847583643123,0.2465793878604828,0.14271006922189455
c06_aivd2w4,tangaroa,10,0.9741867720589124,0.9207258834765998,aivd2w4,0.9221067897611982,0.8417754569190601,0.35258991260234196,0.23403418552082178,0.28425654897743413,0.16186575037278472,tangaroa,0.6215968594565704,0.686691697955778,0.6378502407837641,0.6799097065462754,0.25818659936834565,0.16186575037278472
c07_aivd2w8,tangaroa,10,0.9781640216409621,0.9195621132793907,aivd2w8,0.9240477059566712,0.8492146596858638,0.35656716218439166,0.23287041532361274,0.2861974651729071,0.1693049531395885,tangaroa,0.6215968594565704,0.686691697955778,0.6378502407837641,0.6799097065462754,0.26123499895512503,0.1693049531395885
c08_aivd4w8,tangaroa,14,0.97746224865445,0.918111753371869,aivd4w8,0.9232755489872702,0.8485804416403786,0.3121392876826705,0.19871943880529175,0.2738895657916113,0.16551516254860943,tangaroa,0.6653229609717795,0.7193923145665773,0.6493859831956589,0.6830652790917692,0.23756586370704574,0.16551516254860943
c09_aivd4w16,tangaroa,14,0.9825210263739949,0.9315992292870906,aivd4w16,0.9281350841606467,0.85068349106204,0.3171980654022154,0.21220691472051334,0.27874910096498784,0.16761821197027083,tangaroa,0.6653229609717795,0.7193923145665773,0.6493859831956589,0.6830652790917692,0.24394307326449685,0.16761821197027083
c10_aivd6w16,tangaroa,18,0.9818768405314886,0.931851135814403,aivd6w16,0.9273323977028457,0.8462354188759279,0.2573705515542475,0.18620653651126717,0.24249910073095127,0.34346398098874176,tangaroa,0.7245062889772411,0.7456445993031359,0.6848332969718944,0.5027714378871861,0.2573850424463019,0.18620653651126717
