pool,profile,architecture,points,sampling,augmentation,id,parameters,center_policy,neighbors,encoder_dimensions,standard_convolution,graph_message_passing,current_status
p35,h0,fps_graph,32,curvature,jitter,c223,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,32,curvature,rotate15,c224,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,32,curvature,rotate_so3,c225,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,32,curvature,jitter_rotate15,c226,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,32,curvature,jitter_rotate_so3,c227,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,uniform,none,c228,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,uniform,jitter,c229,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,uniform,rotate15,c230,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,uniform,rotate_so3,c231,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,uniform,jitter_rotate15,c232,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,uniform,jitter_rotate_so3,c233,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,curvature,none,c234,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,curvature,jitter,c235,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,curvature,rotate15,c236,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,curvature,rotate_so3,c237,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,curvature,jitter_rotate15,c238,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,fps_graph,48,curvature,jitter_rotate_so3,c239,217986,every_valid_line,fps6,141,False,True,retired_graph_convolution
p35,h0,block_branches,32,uniform,none,c240,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,uniform,jitter,c241,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,uniform,rotate15,c242,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,uniform,rotate_so3,c243,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,uniform,jitter_rotate15,c244,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,uniform,jitter_rotate_so3,c245,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,curvature,none,c246,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,curvature,jitter,c247,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,curvature,rotate15,c248,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,curvature,rotate_so3,c249,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,curvature,jitter_rotate15,c250,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,32,curvature,jitter_rotate_so3,c251,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,uniform,none,c252,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,uniform,jitter,c253,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,uniform,rotate15,c254,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,uniform,rotate_so3,c255,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,uniform,jitter_rotate15,c256,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,uniform,jitter_rotate_so3,c257,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,curvature,none,c258,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,curvature,jitter,c259,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,curvature,rotate15,c260,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,curvature,rotate_so3,c261,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,curvature,jitter_rotate15,c262,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
p35,h0,block_branches,48,curvature,jitter_rotate_so3,c263,629602,every_valid_line,fps6,141,False,False,historical_multicenter_not_singlecenter
